iter	Logloss
115	0.07108457485
116	0.07089644986
117	0.07070122349
118	0.07049320017
119	0.07032000287
120	0.07018510758
121	0.07002243803
122	0.06978952823
123	0.06967577694
124	0.06960447298
125	0.06927142196
126	0.06908290936
127	0.06900698944
128	0.06880722159
129	0.06866586517
130	0.06860703213
131	0.06833350184
132	0.06819631137
133	0.06800036081
134	0.06775741112
135	0.06762267876
136	0.06740411612
137	0.06728626129
138	0.06716369627
139	0.06694264523
140	0.06682954506
141	0.06664641634
142	0.06658174461
143	0.06643263556
144	0.06629844474
145	0.06613110791
146	0.06584460367
147	0.06568293371
148	0.06544394417
149	0.06529975067
150	0.06520205983
151	0.06511423476
152	0.06500786991
153	0.06485437576
154	0.06471343427
155	0.06459539395
156	0.06436343316
157	0.0641367909
158	0.06406066708
159	0.0639324781
160	0.06376537232
161	0.0634811555
162	0.06341339471
163	0.06328114685
164	0.06313875863
165	0.06302475377
166	0.0628952461
167	0.06271652823
168	0.06256468479
169	0.06242873024
170	0.06229772681
171	0.06219242018
172	0.06200654697
173	0.06190576604
174	0.06179368345
175	0.06168820178
176	0.06156657471
177	0.06140162455
178	0.06133712525
179	0.06126686989
180	0.06104481902
181	0.06093749807
182	0.06082808629
183	0.06076772147
184	0.06065763443
185	0.0605575693
186	0.06052981325
187	0.06039915594
188	0.06030792601
189	0.06025320076
190	0.06010529712
191	0.05998490401
192	0.05984025611
193	0.05970778185
194	0.05967126139
195	0.0595925344
196	0.05950416724
197	0.05933175477
198	0.05918335956
199	0.05909356093
200	0.05904010964
201	0.05893696454
202	0.05890447409
203	0.05883435361
204	0.05876088174
205	0.05872653281
206	0.05858049636
207	0.05846611179
208	0.05842800931
209	0.05828964611
210	0.05826451252
211	0.05799860698
212	0.05795745741
213	0.05783411136
214	0.05773467087
215	0.05762784486
216	0.05752299603
217	0.05740487908
218	0.05727672244
219	0.05714231983
220	0.05704013948
221	0.05692837695
222	0.05683562328
223	0.05676894007
224	0.05662685616
225	0.05650736107
226	0.05645785199
227	0.05638855229
228	0.05625910645
229	0.05619241275
230	0.05613331317
231	0.05600984301
232	0.05590065169
233	0.05580847573
234	0.05572727166
235	0.05567644671
236	0.05555958071
237	0.05544565316
238	0.05539708666
239	0.05530291365
240	0.05528781016
241	0.05522408825
242	0.05512830976
243	0.05506804834
244	0.05494596976
245	0.05486955629
246	0.05466292835
247	0.05454065449
248	0.0545204758
249	0.05442706682
250	0.05440348422
251	0.05437834796
252	0.05433424068
253	0.05423620286
254	0.05412509136
255	0.05402906438
256	0.05400840594
257	0.05395563463
258	0.05389685026
259	0.05383091755
260	0.05374396628
261	0.05366811394
262	0.05359788356
263	0.05353930585
264	0.05342878152
265	0.05336621641
266	0.05324221523
267	0.05322179512
268	0.05319971262
269	0.05313556112
270	0.05310503147
271	0.05305532907
272	0.05293980619
273	0.05282771367
274	0.0527005876
275	0.05260174185
276	0.05251319569
277	0.05243385905
278	0.05235932289
279	0.05227005833
280	0.05217631809
281	0.05215728563
282	0.05209950189
283	0.05202938025
284	0.05197271435
285	0.0517760049
286	0.05175169506
287	0.05169686727
288	0.05157105173
289	0.05146908167
290	0.05144954694
291	0.05140558078
292	0.05137375119
293	0.0513599464
294	0.05125671183
295	0.05117982759
296	0.05113233256
297	0.05111788224
298	0.05099291575
299	0.05097229309
300	0.05096477379
301	0.05094824258
302	0.0508744983
303	0.05079978969
304	0.05077808138
305	0.05077086969
306	0.05074499252
307	0.05061884729
308	0.05051607814
309	0.05051040998
310	0.05050122695
311	0.05048329501
312	0.05038859116
313	0.05037578761
314	0.05030237291
315	0.05015808187
316	0.05003949028
317	0.04998142581
318	0.04990182613
319	0.04982438143
320	0.04975087635
321	0.04974493182
322	0.04974029056
323	0.04971895763
324	0.04965844775
325	0.04958302372
326	0.04957824491
327	0.04950252501
328	0.04949124053
329	0.04937364662
330	0.04930669215
331	0.04925473798
332	0.04917711043
333	0.04913248335
334	0.04909239435
335	0.04908743724
336	0.04906390204
337	0.04901280088
338	0.04895026434
339	0.04889675955
340	0.04885481627
341	0.04879688391
342	0.04878961692
343	0.04871477343
344	0.04870688705
345	0.04860208818
346	0.04850385631
347	0.04844699843
348	0.04840843665
349	0.04834226957
350	0.0482806122
351	0.04813791104
352	0.0480477455
353	0.04798190224
354	0.04790582566
355	0.04786752026
356	0.04785799991
357	0.04776681148
358	0.04771258008
359	0.0475748398
360	0.04752797638
361	0.04741922826
362	0.04739212111
363	0.04731458357
364	0.04730984318
365	0.04728811823
366	0.04722052509
367	0.04709813528
368	0.04704672472
369	0.04703364948
370	0.04700898337
371	0.04693305393
372	0.04692514251
373	0.04681318621
374	0.04672509298
375	0.04671164121
376	0.04665558854
377	0.0466311665
378	0.04657742821
379	0.04651388228
380	0.04632537014
381	0.04627891877
382	0.04624855563
383	0.04617926062
384	0.04616952313
385	0.04615157566
386	0.04611129314
387	0.04603345265
388	0.0459924658
389	0.04594420731
390	0.04589523257
391	0.04580984251
392	0.04575977065
393	0.0457450967
394	0.04573072678
395	0.04572035418
396	0.04565364427
397	0.04557017425
398	0.04551689381
399	0.0453899444
400	0.04528610494
401	0.04522020785
402	0.04515600748
403	0.04507724522
404	0.04505509422
405	0.04499695021
406	0.04495352091
407	0.04489266967
408	0.04482678442
409	0.044741962
410	0.04469295009
411	0.04461991392
412	0.04457806264
413	0.0445702034
414	0.04449975763
415	0.04448957093
416	0.04442861357
417	0.04438779155
418	0.04438125133
419	0.04436316413
420	0.04434943584
421	0.04430289124
422	0.04423712739
423	0.04419250234
424	0.04419240923
425	0.0441774838
426	0.04409250392
427	0.04398617976
428	0.04397741166
429	0.04390593291
430	0.04385892313
431	0.04385338363
432	0.04379264745
433	0.04377883292
434	0.0437658552
435	0.04368734059
436	0.04366555345
437	0.04357614109
438	0.04357611831
439	0.04354678855
440	0.04354169579
441	0.04353581145
442	0.04346344383
443	0.04345469716
444	0.04337506458
445	0.04332250388
446	0.04325486914
447	0.04321204621
448	0.04317838608
449	0.04312817682
450	0.0430659844
451	0.0430053036
452	0.04296576087
453	0.04290866511
454	0.04290309588
455	0.04284402137
456	0.04283867178
457	0.04282889537
458	0.04278049942
459	0.04274807061
460	0.04270250716
461	0.04267182141
462	0.04266625234
463	0.04262753055
464	0.04258760264
465	0.04255945574
466	0.04254695182
467	0.04249416764
468	0.04243077346
469	0.04242578105
470	0.04238355481
471	0.04237603699
472	0.04236756857
473	0.04232227485
474	0.04231682292
475	0.04231120709
476	0.04224799324
477	0.04223960282
478	0.04219639718
479	0.04207949425
480	0.04196758416
481	0.0419598297
482	0.04191600775
483	0.0418413166
484	0.04174329044
485	0.04167927589
486	0.04162243792
487	0.0416151003
488	0.04151934733
489	0.04144862347
490	0.04142030192
491	0.04137260935
492	0.04134398041
493	0.0412483212
494	0.04119959576
495	0.04116784
496	0.04116329818
497	0.04107577163
498	0.0410322404
499	0.04102478147
500	0.04093908249
501	0.04086038385
502	0.04081314661
503	0.04079476782
504	0.04075747586
505	0.04074826709
506	0.04074824904
507	0.0407213452
508	0.04065935218
509	0.04064176947
510	0.04063340696
511	0.04062178868
512	0.04061502945
513	0.04061172525
514	0.0405855126
515	0.04051615002
516	0.04051160838
517	0.04050846044
518	0.04045056905
519	0.0404085741
520	0.04036064322
521	0.04030411808
522	0.0403041147
523	0.0402760582
524	0.04025330066
525	0.04024969784
526	0.040186192
527	0.04014604438
528	0.04013334106
529	0.04007388505
530	0.03999605848
531	0.03997168234
532	0.03993938549
533	0.03988969203
534	0.03981802086
535	0.0397807398
536	0.03973385327
537	0.039700657
538	0.03962458441
539	0.03957891097
540	0.03957056658
541	0.03952915691
542	0.03949776075
543	0.03948941583
544	0.03946001787
545	0.03944553383
546	0.03937532351
547	0.03937034616
548	0.03929441281
549	0.03928662007
550	0.03921618817
551	0.03915628853
552	0.03915009253
553	0.03910892263
554	0.03908718671
555	0.0390744055
556	0.03906751498
557	0.03901066529
558	0.03891166863
559	0.03886193698
560	0.03878959126
561	0.03872858931
562	0.03872555653
563	0.03870345388
564	0.03863771914
565	0.03854614798
566	0.03853990074
567	0.03849812997
568	0.03842184798
569	0.03837476935
570	0.03835252197
571	0.03831191857
572	0.03829086239
573	0.03825415067
574	0.03822511092
575	0.03819972373
576	0.03813877027
577	0.03806759484
578	0.03806453752
579	0.03802043198
580	0.03801771171
581	0.03794967638
582	0.03791792669
583	0.03791131327
584	0.03786850915
585	0.03783899523
586	0.03778284792
587	0.03777272906
588	0.03774652414
589	0.03774137171
590	0.03767576636
591	0.03763410315
592	0.03760783482
593	0.0375527676
594	0.03754587292
595	0.03750282042
596	0.03743424276
597	0.03739441905
598	0.03736395751
599	0.03733847669
600	0.03730032752
601	0.03726447011
602	0.03723410933
603	0.03720682369
604	0.03714044507
605	0.03709286377
606	0.03704150558
607	0.03703478319
608	0.03702047185
609	0.03698514346
610	0.03695275537
611	0.03690155675
612	0.03689008045
613	0.03682386103
614	0.03681782022
615	0.03679418228
616	0.03676825501
617	0.036693905
618	0.03664878956
619	0.03660892732
620	0.03655895185
621	0.03648488291
622	0.03643227488
623	0.03640826
624	0.03636465853
625	0.03632038998
626	0.03624943059
627	0.0362075589
628	0.03613305178
629	0.03607355325
630	0.03604010547
631	0.03600944037
632	0.03600943806
633	0.03600481164
634	0.03597073477
635	0.03596857063
636	0.0359081619
637	0.03584473864
638	0.03581407903
639	0.03578985351
640	0.03574103063
641	0.03567524413
642	0.03566012841
643	0.0356347162
644	0.03562330082
645	0.03560029474
646	0.03555586347
647	0.03554351771
648	0.03549160343
649	0.03548562255
650	0.03547594924
651	0.03544278984
652	0.03543699378
653	0.03538393623
654	0.03534810609
655	0.03534535841
656	0.03531136267
657	0.03528027116
658	0.03526191275
659	0.03524286074
660	0.03520970056
661	0.03516779473
662	0.03504233065
663	0.03499951512
664	0.03495220796
665	0.03491006333
666	0.03488456657
667	0.03486517148
668	0.03485953811
669	0.0348491567
670	0.03482188151
671	0.03481996544
672	0.0347801891
673	0.03475612005
674	0.03474094748
675	0.03467189068
676	0.03460864032
677	0.03453846807
678	0.03453413317
679	0.03447584193
680	0.03443896211
681	0.03440774286
682	0.03437880299
683	0.03434779989
684	0.03430595518
685	0.0342823008
686	0.03424450517
687	0.03419591986
688	0.03415203609
689	0.03414241804
690	0.03409355107
691	0.03406087172
692	0.03397570518
693	0.03391407464
694	0.03385176541
695	0.03374108485
696	0.03368872148
697	0.03367167462
698	0.03366983646
699	0.03363657653
700	0.03359754791
701	0.03358064763
702	0.03355037712
703	0.03351856953
704	0.03350971316
705	0.03347570071
706	0.03345020543
707	0.03342298945
708	0.03338981574
709	0.03332834737
710	0.03330627611
711	0.03327150774
712	0.03324796853
713	0.03322745676
714	0.03322217577
715	0.03321786831
716	0.03317254858
717	0.03313281677
718	0.03308149289
719	0.03307641507
720	0.03305409221
721	0.03304286434
722	0.03300340079
723	0.03299604822
724	0.03295406804
725	0.03292318454
726	0.03288725155
727	0.03285763519
728	0.03284890554
729	0.03279766946
730	0.03278257785
731	0.03274304308
732	0.03273507646
733	0.03272369179
734	0.0327151535
735	0.03270068266
736	0.03257920821
737	0.03256394749
738	0.03255908347
739	0.0325302727
740	0.03251479455
741	0.03249324181
742	0.03242937609
743	0.03240246197
744	0.0323974831
745	0.03236352257
746	0.0323390519
747	0.0323231247
748	0.03229754441
749	0.03228204918
750	0.03225300954
751	0.0322484483
752	0.03222407192
753	0.0321990583
754	0.03217624813
755	0.03214558744
756	0.0321241909
757	0.03208703388
758	0.03205339264
759	0.03200496167
760	0.0319480191
761	0.03191030204
762	0.03187369415
763	0.03183710929
764	0.03181958963
765	0.03179956125
766	0.03179530674
767	0.03176817962
768	0.03174440779
769	0.03170749426
770	0.03170542833
771	0.03167155537
772	0.03163115003
773	0.03158818928
774	0.03156586452
775	0.03152641648
776	0.03147508783
777	0.03147098166
778	0.03140503554
779	0.03138563577
780	0.03135624826
781	0.03130876066
782	0.0312945868
783	0.03126416754
784	0.0311995618
785	0.03116427477
786	0.03115473324
787	0.03113335163
788	0.03109033052
789	0.03105320133
790	0.03102731736
791	0.03096551141
792	0.03089706927
793	0.03086766035
794	0.0308109162
795	0.0307977044
796	0.03077307629
797	0.0306903438
798	0.03064327309
799	0.03059974961
800	0.03057064571
801	0.03052919755
802	0.03050421185
803	0.03046984034
804	0.03043015224
805	0.03038020473
806	0.03037476723
807	0.03036191779
808	0.03031846714
809	0.03031033274
810	0.03029256927
811	0.03028102748
812	0.03023677514
813	0.03020416476
814	0.0302012235
815	0.03017357384
816	0.03016293421
817	0.03014009502
818	0.03014007468
819	0.03010926167
820	0.03008864704
821	0.03005569319
822	0.03001475693
823	0.02999295871
824	0.0299697596
825	0.02993682106
826	0.02991244168
827	0.02986058567
828	0.02985098958
829	0.02979766634
830	0.02976414443
831	0.02975727138
832	0.02975328129
833	0.02970827778
834	0.02970567073
835	0.02968752819
836	0.02968371703
837	0.02965375403
838	0.02963434374
839	0.02960110839
840	0.0295817852
841	0.02955629832
842	0.02952573906
843	0.02947898323
844	0.02947695325
845	0.02940530333
846	0.02939808042
847	0.02936711915
848	0.02936345506
849	0.0293217713
850	0.02930252491
851	0.02927464913
852	0.02924467817
853	0.0292256568
854	0.02920961455
855	0.02919479799
856	0.02915434304
857	0.02913503509
858	0.02910425247
859	0.02910067331
860	0.02908537568
861	0.02906861949
862	0.02905742988
863	0.02900788145
864	0.02896777416
865	0.02885824472
866	0.02885393308
867	0.02881931021
868	0.02879420776
869	0.02877604699
870	0.02877379062
871	0.02875224551
872	0.02870277711
873	0.02865276828
874	0.02864384644
875	0.02859107889
876	0.0285865804
877	0.02858084277
878	0.02855674291
879	0.02851714261
880	0.02850913729
881	0.02847047571
882	0.02844488996
883	0.02844139267
884	0.0284391526
885	0.02840770093
886	0.02836299994
887	0.02834709396
888	0.02832943433
889	0.02832015364
890	0.02831682102
891	0.02825889234
892	0.02825051574
893	0.02823781389
894	0.02823779397
895	0.02822297246
896	0.02816968333
897	0.0281366919
898	0.02810816389
899	0.02809690627
900	0.02808959293
901	0.02808269229
902	0.02806957301
903	0.0280662552
904	0.0280132836
905	0.02800528387
906	0.0279706466
907	0.02796734569
908	0.02796217148
909	0.02795305467
910	0.02794338145
911	0.02791996355
912	0.02790022387
913	0.02789505413
914	0.02784668994
915	0.02782187299
916	0.02779334229
917	0.02776378115
918	0.0277599042
919	0.02775990692
920	0.02774635919
921	0.02769667785
922	0.02768770816
923	0.0276827704
924	0.02767522853
925	0.02766300102
926	0.02761093249
927	0.02756692508
928	0.02751507813
929	0.02750972371
930	0.02743308923
931	0.02740064403
932	0.02737249554
933	0.02736441743
934	0.02736234605
935	0.02733591366
936	0.02728263503
937	0.02725873073
938	0.02723407322
939	0.0271974479
940	0.02716252025
941	0.0271594396
942	0.0271287511
943	0.02707497243
944	0.02702485221
945	0.02699960026
946	0.0269741532
947	0.02693986448
948	0.0268933627
949	0.02688627349
950	0.02687694423
951	0.02682770489
952	0.02681380298
953	0.0267679548
954	0.02675223164
955	0.0267241767
956	0.02668660137
957	0.02665715772
958	0.02665156253
959	0.0266280495
960	0.02661676319
961	0.02656896162
962	0.02655220786
963	0.02651220072
964	0.02650413781
965	0.02647897632
966	0.02647384675
967	0.02644113641
968	0.0264173723
969	0.02640401013
970	0.026328272
971	0.02629924953
972	0.02628028279
973	0.02625415426
974	0.02624603607
975	0.02623880724
976	0.02622457998
977	0.0262002495
978	0.0261912428
979	0.02611180895
980	0.02609812221
981	0.02607471837
982	0.02602402835
983	0.02600812673
984	0.02600398892
985	0.02599088454
986	0.02592594896
987	0.02590308368
988	0.02587907185
989	0.02586601951
990	0.02583161898
991	0.02581790837
992	0.02581247731
993	0.02580791904
994	0.02576749702
995	0.02574884719
996	0.02573655115
997	0.02572926523
998	0.0256878789
999	0.02566617668
